
="",="(1)",="(2)",="(3)",="(4)"
="",="conflicto_arreglado",="hablo_con_abogado",="conflicto_arreglado",="entablo_demanda"

="A",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)"

="B",="-0.0037",="0.061**",="0.014",="-0.0065"
="",="(0.029)",="(0.028)",="(0.033)",="(0.031)"

="mujer",="-0.0059",="-0.015",="-0.049",="0.030"
="",="(0.027)",="(0.027)",="(0.030)",="(0.027)"

="antiguedad",="0.0064**",="-0.0055**",="0.0052",="-0.0026"
="",="(0.0025)",="(0.0026)",="(0.0036)",="(0.0036)"

="salario_diario",="0.000060**",="-0.0000093",="0.000063**",="-0.0000099"
="",="(0.000030)",="(0.000045)",="(0.000029)",="(0.000040)"

="Constant",="0.23***",="0.76***",="0.49***",="0.42***"
="",="(0.025)",="(0.027)",="(0.031)",="(0.032)"

="Observations",="1276",="1276",="1432",="1413"
="R-squared",="0.008",="0.010",="0.008",="0.002"
="Source",="2w",="2w",="2m",="2m"
="BVC",="YES",="YES",="YES",="YES"
="Obs per group",="687/589",="687/589",="807/625",="797/616"
="Days per group",="121/108",="121/108",="142/114",="142/114"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
