
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm"

="1.main_treatment",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2.main_treatment",="0.12***",="-0.060***",="0.12***",="-4625.6",="-0.0042",="0.026",="-0.29*",="-11879.7",="-0.073",="0.0078",="-0.016",="19758.7",="0.0013",="0.069",="0.36*",="15308.3"
="",="(0.020)",="(0.013)",="(0.042)",="(5967.9)",="(0.080)",="(0.035)",="(0.18)",="(12390.9)",="(0.083)",="(0.038)",="(0.19)",="(12084.1)",="(0.13)",="(0.046)",="(0.19)",="(12180.9)"

="3.main_treatment",="0.065***",="-0.037***",="0.20***",="16794.6",="0.15",="0.035",="-0.25",="-48666.6",="0.049",="-0.013",="0.044",="4841.5",="0.045",="-0.021",="-0.046",="2667.2"
="",="(0.021)",="(0.012)",="(0.043)",="(21003.1)",="(0.099)",="(0.043)",="(0.18)",="(47122.0)",="(0.10)",="(0.062)",="(0.19)",="(13997.1)",="(0.17)",="(0.10)",="(0.19)",="(7668.9)"

="0.high_tenure",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="1.high_tenure",="0.0026",="0.00051",="-0.0031",="-6383.7",="-0.030",="0.0095",="-0.26*",="-4714.7",="0.12",="0.0050",="-0.18",="-36222.0",="0.040",="0.048",="0.31",="15682.0"
="",="(0.0022)",="(0.0011)",="(0.0040)",="(7262.3)",="(0.071)",="(0.037)",="(0.15)",="(24102.1)",="(0.12)",="(0.055)",="(0.16)",="(30973.0)",="(0.12)",="(0.067)",="(0.19)",="(10784.3)"

="1.main_treatment#0.high_tenure",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="1.main_treatment#1.high_tenure",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2.main_treatment#0.high_tenure",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2.main_treatment#1.high_tenure",="0.0059",="0.034*",="0.057",="-589.4",="0.10",="-0.0071",="0.43*",="11281.2",="-0.11",="-0.025",="0.21",="31090.2",="-0.077",="-0.073",="-0.59**",="-13336.4"
="",="(0.032)",="(0.018)",="(0.060)",="(9290.8)",="(0.10)",="(0.048)",="(0.22)",="(34405.3)",="(0.14)",="(0.068)",="(0.25)",="(35494.9)",="(0.17)",="(0.077)",="(0.25)",="(28237.2)"

="3.main_treatment#0.high_tenure",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="3.main_treatment#1.high_tenure",="0.068",="-0.027",="-0.055",="-12184.1",="-0.039",="-0.0040",="0.041",="35493.3",="-0.14",="0.079",="0.12",="33516.7",="-0.028",="0.053",="0.13",="-16736.9"
