
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm"

="antiguedad",="0.0012",="0.0017***",="-0.0054**",="-683.0***",="-0.0021",="-0.00090",="-0.011**",="-1535.3",="0.0015",="0.00061",="-0.016***",="-1690.6",="0.0063*",="0.0035***",="0.0018",="975.3"
="",="(0.0012)",="(0.00053)",="(0.0024)",="(249.7)",="(0.0019)",="(0.0011)",="(0.0042)",="(1302.3)",="(0.0032)",="(0.0016)",="(0.0062)",="(1952.1)",="(0.0038)",="(0.0012)",="(0.0049)",="(1031.3)"

="mujer",="0.0037",="-0.00055",="0.0036",="-337.7",="0.020",="-0.015",="-0.032",="-7239.7",="0.051*",="0.019",="-0.0042",="4870.0",="0.011",="0.014",="-0.041",="1779.7"
="",="(0.011)",="(0.0070)",="(0.023)",="(5790.0)",="(0.021)",="(0.014)",="(0.039)",="(5195.0)",="(0.028)",="(0.014)",="(0.050)",="(4570.3)",="(0.031)",="(0.013)",="(0.047)",="(4643.2)"

="salario_diario",="-0.0000065**",="0.0000039**",="0.0000015",="6.00",="-0.000014",="0.0000038",="-0.0000048",="-0.60",="0.000067",="-0.000012",="-0.000084",="11.5",="0.000050",="0.000010",="0.000047",="28.1"
="",="(0.0000028)",="(0.0000016)",="(0.000012)",="(6.30)",="(0.0000087)",="(0.0000057)",="(0.000025)",="(1.75)",="(0.000065)",="(0.000029)",="(0.00012)",="(16.0)",="(0.000076)",="(0.000025)",="(0.00010)",="(22.8)"

="_cons",="0.058***",="-0.042***",="0.15***",="2681.0",="0.22***",="-0.026***",="0.50***",="7222.1",="0.19***",="-0.039***",="0.62***",="2760.2",="0.22***",="-0.034***",="0.44***",="-7103.1"
="",="(0.0084)",="(0.0057)",="(0.023)",="(3092.0)",="(0.016)",="(0.0078)",="(0.032)",="(4907.0)",="(0.029)",="(0.014)",="(0.062)",="(7616.5)",="(0.037)",="(0.013)",="(0.047)",="(6558.2)"

="N",="2070",="2070",="944",="944",="1514",="1514",="686",="686",="907",="907",="398",="398",="768",="768",="510",="510"
="R-sq",="0.001",="0.003",="0.005",="0.007",="0.002",="0.002",="0.010",="0.015",="0.004",="0.003",="0.021",="0.028",="0.005",="0.009",="0.003",="0.020"
="BVC",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T2=T3",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
