
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)"
="",="settlement",="settlement",="cr",="cr",="expiry_wd",="duration",="Cantidad otorgada en laudo / acordada en convenio",="Cantidad otorgada en laudo / acordada en convenio",="Dummy: laudo/convenio pagado COMPLETO",="Dummy: laudo/convenio pagado COMPLETO",="settlement",="settlement",="cr",="cr",="expiry_wd",="duration",="Cantidad otorgada en laudo / acordada en convenio",="Cantidad otorgada en laudo / acordada en convenio",="Dummy: laudo/convenio pagado COMPLETO",="Dummy: laudo/convenio pagado COMPLETO"

="total",="0.019*",="0.013",="-0.0077",="-0.0077",="0.0047",="-8.44",="418.3",="484.8",="0.023**",="0.023**",="0.043**",="0.040**",="-0.0069",="-0.0069",="0.00028",="-15.7",="399.0",="382.9",="0.055***",="0.055***"
="",="(0.010)",="(0.010)",="(0.0061)",="(0.0061)",="(0.0073)",="(7.55)",="(804.1)",="(800.6)",="(0.0099)",="(0.0099)",="(0.020)",="(0.020)",="(0.013)",="(0.013)",="(0.015)",="(15.7)",="(1706.7)",="(1699.3)",="(0.019)",="(0.019)"

="mujer",="0.018",="0.019",="0.020",="0.020",="-0.053***",="36.2**",="4969.6**",="4472.0**",="0.010",="0.011",="0.012",="0.016",="0.022",="0.022",="-0.046",="38.8",="6003.0*",="5622.2",="0.0091",="0.0088"
="",="(0.024)",="(0.024)",="(0.013)",="(0.013)",="(0.017)",="(18.4)",="(1974.5)",="(1972.8)",="(0.024)",="(0.024)",="(0.042)",="(0.042)",="(0.023)",="(0.023)",="(0.030)",="(31.6)",="(3567.0)",="(3559.9)",="(0.042)",="(0.042)"

="antiguedad",="0.0028",="0.0023",="0.0043**",="0.0043**",="-0.0037**",="3.79*",="3524.3***",="3079.1***",="-0.0014",="-0.0026",="0.0027",="-0.0013",="0.0043",="0.0043",="-0.0038",="2.67",="3827.6***",="3418.2***",="-0.0016",="-0.0030"
="",="(0.0026)",="(0.0026)",="(0.0019)",="(0.0019)",="(0.0015)",="(2.30)",="(486.4)",="(522.2)",="(0.0025)",="(0.0027)",="(0.0044)",="(0.0049)",="(0.0032)",="(0.0033)",="(0.0026)",="(3.91)",="(896.3)",="(977.8)",="(0.0041)",="(0.0048)"

="salario_diario",="0.000047***",="0.000049***",="-0.000010***",="-0.000010***",="-0.000015***",="-0.031***",="73.4***",="67.8***",="0.000053***",="0.000049***",="0.000046***",="0.000045***",="-0.000011*",="-0.000011*",="-0.000016**",="-0.032***",="75.9***",="73.0***",="0.000050***",="0.000046***"
="",="(0.0000083)",="(0.0000087)",="(0.0000038)",="(0.0000037)",="(0.0000044)",="(0.0045)",="(7.28)",="(6.92)",="(0.0000093)",="(0.0000085)",="(0.000015)",="(0.000014)",="(0.0000065)",="(0.0000064)",="(0.0000079)",="(0.0081)",="(12.9)",="(12.8)",="(0.000016)",="(0.000014)"

="prediccion_a",="",="0.0021***",="",="",="",="",="",="",="",="",="",="0.0034",="",="",="",="",="",="",="",=""
="",="",="(0.00069)",="",="",="",="",="",="",="",="",="",="(0.0021)",="",="",="",="",="",="",="",=""

="prediccion_b",="",="",="",="0.00033",="",="",="",="",="",="",="",="",="",="-0.000017",="",="",="",="",="",=""
="",="",="",="",="(0.00048)",="",="",="",="",="",="",="",="",="",="(0.0020)",="",="",="",="",="",=""

="monto",="",="",="",="",="",="",="",="0.14**",="",="0.00000030",="",="",="",="",="",="",="",="0.082",="",="0.00000024"
="",="",="",="",="",="",="",="",="(0.065)",="",="(0.00000029)",="",="",="",="",="",="",="",="(0.085)",="",="(0.00000041)"

="Constant",="0.33***",="0.26***",="0.11**",="0.11**",="0.17***",="475.2***",="-12286.0**",="-13703.8**",="0.25***",="0.24***",="0.18",="0.049",="0.10",="0.10",="0.20*",="523.8***",="-13971.4",="-14588.4",="0.038",="0.033"
="",="(0.077)",="(0.081)",="(0.047)",="(0.047)",="(0.055)",="(58.5)",="(6163.5)",="(6247.4)",="(0.075)",="(0.075)",="(0.14)",="(0.16)",="(0.093)",="(0.099)",="(0.10)",="(114.2)",="(12382.2)",="(12327.6)",="(0.13)",="(0.13)"

="Observations",="1704",="1704",="1704",="1704",="1704",="1241",="500",="500",="1704",="1704",="573",="573",="573",="573",="573",="420",="169",="169",="573",="573"
="R-squared",="0.007",="0.013",="0.008",="0.009",="0.008",="0.014",="0.478",="0.492",="0.009",="0.010",="0.014",="0.018",="0.009",="0.009",="0.007",="0.015",="0.502",="0.506",="0.020",="0.020"
="DepVarMean",="0.50",="0.50",="0.078",="0.078",="0.16",="432.6",="26215.1",="26215.1",="0.43",="0.43",="0.50",="0.50",="0.077",="0.077",="0.16",="430.7",="26862.1",="26862.1",="0.43",="0.43"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
