
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm",="bajo_inm"

="1.main_treatment",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2.main_treatment",="0.11***",="-0.063***",="0.21***",="1927.3",="-0.032",="-0.015",="0.0086",="7020.7",="-0.059",="-0.013",="0.00037",="15425.3*",="-0.036",="0.018",="-0.064",="614.2"
="",="(0.011)",="(0.0071)",="(0.023)",="(2972.5)",="(0.036)",="(0.016)",="(0.066)",="(8582.0)",="(0.046)",="(0.019)",="(0.084)",="(8679.3)",="(0.048)",="(0.017)",="(0.072)",="(4514.4)"

="3.main_treatment",="0.089***",="-0.050***",="0.23***",="8065.3",="-0.00089",="0.011",="0.056",="-3348.7",="0.047",="0.013",="0.087",="16065.5",="0.065",="0.0089",="0.0097",="-7788.1"
="",="(0.013)",="(0.0091)",="(0.033)",="(8942.8)",="(0.041)",="(0.016)",="(0.075)",="(12454.8)",="(0.052)",="(0.027)",="(0.096)",="(10903.2)",="(0.066)",="(0.025)",="(0.093)",="(5990.3)"

="mujer",="0.0014",="-0.00069",="-0.0017",="-449.6",="0.017",="-0.0083",="-0.083",="-18128.6*",="0.017",="0.012",="-0.048",="7082.4",="-0.0021",="0.012",="-0.049",="7660.0"
="",="(0.011)",="(0.0069)",="(0.021)",="(5704.9)",="(0.030)",="(0.014)",="(0.058)",="(10040.9)",="(0.036)",="(0.018)",="(0.070)",="(7211.3)",="(0.041)",="(0.017)",="(0.067)",="(5563.4)"

="antiguedad",="0.0011",="0.0017***",="-0.0067***",="-711.7***",="-0.0040",="-0.0017",="-0.0099",="-2841.9",="-0.0012",="-0.0032",="-0.014*",="-3816.1",="0.0067",="0.0025",="0.0078",="2066.3"
="",="(0.0012)",="(0.00053)",="(0.0021)",="(267.5)",="(0.0025)",="(0.0013)",="(0.0062)",="(2159.0)",="(0.0050)",="(0.0027)",="(0.0076)",="(2599.6)",="(0.0061)",="(0.0020)",="(0.0062)",="(1440.3)"

="salario_diario",="-0.0000030",="0.0000019",="0.0000084",="6.11",="-0.000014",="0.0000045",="0.00000048",="-0.27",="0.00016",="-0.000013",="0.000078",="36.2",="-0.000070",="-0.000047",="0.00011",="24.7"
="",="(0.0000030)",="(0.0000016)",="(0.000010)",="(6.35)",="(0.0000085)",="(0.0000034)",="(0.000025)",="(1.99)",="(0.00011)",="(0.000052)",="(0.00017)",="(26.7)",="(0.00013)",="(0.000044)",="(0.00015)",="(16.6)"

="_cons",="-0.0034",="-0.0065*",="0.021*",="60.4",="0.25***",="-0.017",="0.49***",="15782.9",="0.21***",="-0.027",="0.53***",="-9016.2",="0.23***",="-0.031",="0.42***",="-11503.7"
="",="(0.0061)",="(0.0036)",="(0.012)",="(4843.3)",="(0.033)",="(0.014)",="(0.060)",="(10100.6)",="(0.049)",="(0.025)",="(0.097)",="(12723.8)",="(0.058)",="(0.019)",="(0.083)",="(9811.6)"

="N",="2061",="2061",="938",="938",="818",="818",="321",="321",="528",="528",="220",="220",="394",="394",="252",="252"
="R-sq",="0.046",="0.044",="0.112",="0.009",="0.004",="0.005",="0.016",="0.041",="0.013",="0.007",="0.023",="0.117",="0.012",="0.009",="0.016",="0.113"
="BVC",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T2=T3",="0.19",="0.25",="0.51",="0.50",="0.42",="0.12",="0.51",="0.45",="0.049",="0.35",="0.39",="0.95",="0.14",="0.72",="0.39",="0.24"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
