
="",="(1)",="(2)",="(3)",="(4)"
="",="bajo_inm_prob_d",="bajo_inm_prob",="bajo_inm_quant_d",="log_bajo_inm_quant"

="1.main_treatment",="0",="0",="0",=""
="",="(.)",="(.)",="(.)",=""

="2.main_treatment",="0.31***",="-0.061***",="0.26***",="0"
="",="(0.021)",="(0.0077)",="(0.028)",="(.)"

="3.main_treatment",="0.28***",="-0.053***",="0.26***",="0.033"
="",="(0.024)",="(0.0091)",="(0.034)",="(0.053)"

="mujer",="0.012",="-0.0041",="-0.020",="0.039"
="",="(0.017)",="(0.0071)",="(0.022)",="(0.052)"

="antiguedad",="-0.0028*",="0.0019***",="0.0049",="-0.015***"
="",="(0.0016)",="(0.00064)",="(0.0032)",="(0.0048)"

="salario_diario",="-0.0000073",="0.0000011",="-0.0000064",="0.00027"
="",="(0.0000080)",="(0.0000023)",="(0.0000089)",="(0.00018)"

="_cons",="0.0065",="-0.0051",="-0.0052",="-0.053"
="",="(0.0099)",="(0.0037)",="(0.014)",="(0.072)"

="N",="1690",="1690",="779",="464"
="R-squared",="0.14",="0.046",="0.13",="0.026"
="BVC",="YES",="YES",="YES",="YES"
="Source",="2m",="2m",="2m",="2m"
="Obs per group",="663/611/416",="663/611/416",="315/263/201",="0/263/201"
="Days per group",="90/103/75",="90/103/75",="82/90/67",="0/90/67"
="T2=T3",="0.40",="0.49",="0.97",="0.54"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
