.001,0,0,0,.001,0,.0020000001,0,.001,0,0,.0020000001,0,.001,.001,.001,0,.001,.0049999999,.0040000002,.003,.0020000001,.0049999999,.003,.0060000001,.0080000004,.0049999999,.012,.0070000002,.0040000002
.001,0,.001,0,.001,.001,0,.001,.001,.001,0,0,.001,.003,.003,.003,.0049999999,.0020000001,.001,.0020000001,.0049999999,.003,.0060000001,.0020000001,.003,.0089999996,.0080000004,.0080000004,.0089999996,.0060000001
0,.001,0,.001,0,0,0,0,.001,.001,.0020000001,0,0,0,.0020000001,.003,.001,.0020000001,.0020000001,.0060000001,.0040000002,.0049999999,.0049999999,.0070000002,.001,.0080000004,.0099999998,.0040000002,.0049999999,.0060000001
.001,0,0,.001,0,0,.001,0,0,.0020000001,.003,.001,0,0,.001,0,.003,.001,.003,.0020000001,.0040000002,.003,.003,.0049999999,.0040000002,.0020000001,.0089999996,.0080000004,.0099999998,.0040000002
0,0,0,0,0,0,0,.001,0,.001,0,.001,0,.001,.003,.003,.0020000001,.001,.0020000001,.0020000001,.0060000001,.0060000001,.0070000002,.0080000004,.0049999999,.0070000002,.003,.0099999998,.0099999998,.0089999996
0,.001,0,0,.001,0,0,0,0,.0020000001,.0020000001,.0040000002,0,.0020000001,.001,.0040000002,.003,.0049999999,.0020000001,.001,.0049999999,.0049999999,.0049999999,.0060000001,.0049999999,.0099999998,.0070000002,.0099999998,.0099999998,.012
0,0,.001,0,.0020000001,0,.001,0,0,.0020000001,0,.0020000001,.001,.0020000001,.003,.0020000001,.001,.0040000002,.003,.003,.003,.0060000001,.0089999996,.0049999999,.0020000001,.0040000002,.0040000002,.0099999998,.0049999999,.0099999998
0,.001,0,0,0,.001,.001,0,.001,.001,0,.001,0,.0020000001,.001,.0040000002,.001,.0040000002,.003,.0020000001,.0049999999,.0060000001,.0080000004,.0099999998,.0060000001,.0060000001,.0089999996,.0099999998,.0049999999,.013
0,0,0,0,0,0,0,0,.001,.0040000002,0,.001,.001,.0020000001,0,.003,.003,.001,.003,.0020000001,.003,.003,.0020000001,.011,.0080000004,.0060000001,.0049999999,.0040000002,.0080000004,.0070000002
0,0,0,0,0,0,0,.003,0,.0020000001,0,0,.001,.001,.0020000001,.003,0,.0080000004,.0020000001,.0040000002,.0040000002,.0020000001,.0020000001,.0049999999,.0049999999,.0060000001,.0070000002,.0089999996,.011,.0080000004
0,.001,0,0,.001,0,0,.001,0,0,0,.001,.001,.0020000001,.0020000001,.003,.0020000001,.0040000002,.0020000001,.0020000001,.003,.0040000002,.0070000002,.0070000002,.0070000002,.0049999999,.0060000001,.0049999999,.003,.0070000002
0,.001,0,0,0,0,0,0,.0020000001,.001,.001,0,.0020000001,.003,.0040000002,0,.0049999999,.0020000001,.001,.0040000002,.0040000002,.0040000002,.0060000001,.0080000004,.0080000004,.0080000004,.0080000004,.0060000001,.0089999996,.0099999998
.001,.001,0,0,0,.001,0,0,0,0,.0020000001,0,0,.0049999999,.001,0,.003,.003,.001,.0040000002,.0020000001,.0080000004,.0049999999,.0070000002,.0070000002,.0089999996,.0089999996,.013,.014,.017000001
0,.001,.001,.001,0,.001,0,.001,.001,0,.0020000001,.001,.0020000001,0,.0020000001,.001,.003,.0020000001,.0020000001,.003,.0020000001,.0060000001,.003,.0040000002,.0040000002,.003,.0060000001,.0080000004,.012,.0099999998
0,.001,0,0,.001,0,.001,.0020000001,0,.001,.001,.001,0,.001,.0020000001,.0020000001,.0020000001,.0049999999,.0060000001,.0060000001,.0040000002,.003,.0060000001,.0099999998,.001,.0060000001,.0049999999,.003,.0089999996,.0070000002
0,0,0,.001,0,0,0,0,.001,0,0,.001,.001,.0020000001,.0060000001,0,.001,.0040000002,.0040000002,.0040000002,.0040000002,.001,.0049999999,.0040000002,.0070000002,.0080000004,.0080000004,.011,.012,.014
.001,0,0,0,.0020000001,.001,0,0,0,0,.001,0,0,.003,.003,0,0,.001,.003,.001,.0040000002,.0040000002,.0070000002,.0060000001,.0040000002,.0099999998,.0080000004,.0020000001,.015,.0070000002
0,0,0,0,0,0,.001,0,0,.001,0,.0020000001,0,.001,0,.0049999999,.001,.0020000001,.0049999999,.003,.003,.0049999999,.0070000002,.0049999999,.0070000002,.0089999996,.0070000002,.0040000002,.0070000002,.0080000004
.001,.001,.001,.001,.0020000001,0,0,0,.001,.0020000001,.001,0,.0020000001,.003,0,.001,.003,.0020000001,.003,.0020000001,.0060000001,.003,.0049999999,.0070000002,.0089999996,.0099999998,.0099999998,.0099999998,.013,.0080000004
0,0,.001,0,0,.001,0,0,.001,.0020000001,.0020000001,0,.0020000001,.001,.003,.0049999999,.0040000002,.0020000001,.003,.003,.0060000001,.0049999999,.0040000002,.0040000002,.0049999999,.011,.012,.0080000004,.012,.011
0,0,.0020000001,.001,0,0,0,0,0,0,0,.001,.0020000001,.001,0,.003,.0040000002,.001,.001,.0040000002,.001,.0020000001,.003,.0049999999,.0040000002,.0049999999,.0089999996,.0070000002,.011,.0070000002
0,0,0,0,.0020000001,0,0,.001,0,.001,.001,.001,.0020000001,.0020000001,0,.0020000001,.0020000001,.001,.0060000001,.001,.0070000002,.0060000001,.0070000002,.0060000001,.0080000004,.0080000004,.011,.0089999996,.0040000002,.0099999998
0,0,0,.001,.0020000001,.001,.001,0,0,.003,.001,0,.001,.003,.0020000001,.003,.0040000002,.003,.0070000002,.003,.0040000002,.0040000002,.0040000002,.003,.0089999996,.0099999998,.0070000002,.0099999998,.014,.018999999
0,0,0,.001,.001,0,0,.001,.0020000001,.001,.0020000001,.003,.0020000001,.001,.001,0,.003,.0020000001,.001,.0060000001,.0040000002,.003,.0089999996,.0070000002,.0080000004,.0080000004,.0089999996,.011,.012,.0080000004
0,0,0,0,.001,0,0,0,0,0,0,.001,.001,.001,.001,.0049999999,.0020000001,.0070000002,.0020000001,.0080000004,.0080000004,.0040000002,.001,.0049999999,.0040000002,.0089999996,.011,.0070000002,.0089999996,.0089999996
