.0099999998,.0080000004,.013,.013,.024,.02,.028000001,.039999999,.050999999,.068000004,.082999997,.117,.147,.198
.011,.011,.012,.013,.025,.046,.035999998,.055,.074000001,.093000002,.109,.13600001,.191,.205
.013,.013,.015,.025,.029999999,.052000001,.054000001,.067000002,.112,.112,.133,.17900001,.222,.26199999
.017999999,.017000001,.016000001,.037,.045000002,.046999998,.063000001,.093000002,.107,.131,.18099999,.211,.249,.31600001
.017000001,.02,.032000002,.023,.048,.059,.068999998,.092,.121,.169,.18799999,.26199999,.264,.32800001
.029999999,.017000001,.028999999,.045000002,.045000002,.064999998,.079000004,.12899999,.148,.192,.226,.271,.324,.35100001
.026000001,.029999999,.034000002,.046,.07,.082999997,.090000004,.113,.139,.198,.22,.27399999,.34799999,.42899999
.024,.032000002,.041999999,.061999999,.066,.075999998,.113,.124,.171,.22499999,.259,.31999999,.36399999,.44400001
.018999999,.029999999,.048999999,.068000004,.075999998,.093000002,.122,.163,.19599999,.23100001,.264,.33199999,.41999999,.495
.028999999,.041000001,.048999999,.061999999,.093000002,.109,.13500001,.15899999,.19,.25,.308,.38100001,.43099999,.49700001
.029999999,.044,.061000001,.078000002,.089000002,.107,.127,.15800001,.213,.23899999,.338,.41499999,.46200001,.55400002
.037999999,.039000001,.063000001,.071999997,.078000002,.12,.15899999,.18700001,.234,.308,.36300001,.426,.48699999,.56999999
.032000002,.035999998,.052999999,.072999999,.090000004,.121,.161,.18099999,.24600001,.32600001,.33700001,.46799999,.56,.61000001
.037,.055,.064999998,.081,.106,.121,.162,.21699999,.264,.33000001,.39500001,.44600001,.53600001,.62099999
.044,.046999998,.056000002,.079000004,.104,.12899999,.176,.211,.26300001,.34200001,.39199999,.46799999,.53899997,.62199998
.039999999,.035,.066,.088,.109,.148,.186,.23100001,.28299999,.359,.42399999,.505,.60000002,.67799997
.043000001,.061999999,.068999998,.104,.12899999,.155,.192,.26800001,.31600001,.38499999,.477,.50300002,.60399997,.67199999
