.023,.021,.023,.017000001,.025,.024,.02,.021,.023,.022,.027000001,.035,.028999999,.037,.032000002,.041000001
.024,.028000001,.033,.026000001,.034000002,.017999999,.028999999,.023,.033,.032000002,.030999999,.028000001,.039000001,.039999999,.059,.050000001
.032000002,.017999999,.039999999,.032000002,.032000002,.023,.024,.033,.030999999,.035999998,.037999999,.039000001,.050000001,.050999999,.057,.061000001
.029999999,.035,.028000001,.027000001,.028999999,.035999998,.041999999,.025,.035,.037,.050999999,.045000002,.044,.066,.067000002,.061999999
.032000002,.043000001,.025,.037999999,.043000001,.043000001,.033,.035999998,.037999999,.033,.048999999,.045000002,.052999999,.068000004,.061999999,.081
.050000001,.032000002,.046999998,.034000002,.032000002,.039000001,.045000002,.034000002,.034000002,.044,.057,.064000003,.061999999,.061000001,.063000001,.078000002
.037,.052999999,.026000001,.041999999,.041999999,.048,.044,.037,.050000001,.050000001,.057,.059999999,.057999998,.064999998,.090999998,.075000003
.054000001,.034000002,.035999998,.054000001,.043000001,.048,.054000001,.052000001,.046999998,.061999999,.057,.057,.077,.079999998,.079000004,.094999999
.041000001,.041999999,.046,.046999998,.046999998,.046,.041000001,.039000001,.057,.050000001,.055,.07,.074000001,.075999998,.117,.114
.041000001,.044,.045000002,.044,.045000002,.041000001,.046,.039000001,.046,.056000002,.061000001,.063000001,.082999997,.1,.105,.104
.056000002,.046,.052999999,.050000001,.043000001,.035999998,.037,.052999999,.052000001,.075000003,.055,.075999998,.075999998,.064999998,.105,.1
.048,.045000002,.052000001,.050999999,.044,.037,.046999998,.043000001,.057999998,.071000002,.066,.071999997,.085000001,.089000002,.068000004,.083999999
.057999998,.043000001,.059999999,.050999999,.048,.050000001,.045000002,.048999999,.048,.066,.075999998,.07,.071999997,.079000004,.101,.105
.052999999,.050000001,.050000001,.041999999,.057999998,.048,.043000001,.059,.052000001,.072999999,.068999998,.072999999,.082999997,.105,.112,.13500001
.059999999,.052000001,.039999999,.045000002,.046999998,.037999999,.061000001,.055,.061999999,.068999998,.07,.07,.097999997,.108,.116,.14300001
.054000001,.052999999,.050000001,.039000001,.037999999,.041999999,.043000001,.052999999,.064000003,.050000001,.057999998,.085000001,.1,.107,.121,.131
.068000004,.035999998,.052000001,.050999999,.039000001,.046,.067000002,.048,.046,.064999998,.064999998,.082999997,.101,.1,.117,.12800001
