.054000001,.057999998,.067000002,.12899999,.154,.236,.29499999,.359,.46599999,.56199998,.66900003,.745,.801,.87099999
.048999999,.07,.079999998,.119,.17900001,.28400001,.354,.42399999,.55299997,.667,.74900001,.83499998,.88999999,.91399997
.048999999,.056000002,.082000002,.133,.215,.317,.41100001,.51200002,.64600003,.72299999,.81,.87800002,.94,.96899998
.054000001,.072999999,.104,.171,.23899999,.345,.463,.588,.70899999,.80199999,.88200003,.93000001,.97000003,.99000001
.037999999,.068999998,.112,.15899999,.28600001,.421,.52399999,.639,.78399998,.84100002,.90600002,.94999999,.97899997,.991
.052999999,.064999998,.125,.183,.29800001,.44100001,.55500001,.71499997,.81900001,.87,.93400002,.97000003,.99299997,.99599999
.050000001,.052999999,.118,.23199999,.33399999,.47099999,.61000001,.74199998,.86500001,.91000003,.95999998,.98699999,.99199998,.99699998
.055,.075999998,.12899999,.221,.34599999,.51700002,.64200002,.801,.89099997,.94999999,.96700001,.98799998,.99800003,.99900001
.039000001,.072999999,.12899999,.23100001,.35800001,.55500001,.68900001,.81199998,.90100002,.96399999,.98000002,.99699998,.99800003,1
.050000001,.082000002,.134,.25400001,.41299999,.57099998,.72600001,.84500003,.93099999,.972,.98900002,.99900001,1,1
.043000001,.078000002,.15700001,.273,.43099999,.62,.755,.87,.95099998,.977,.99299997,1,.99900001,1
.043000001,.081,.14300001,.27399999,.48300001,.63300002,.77399999,.89999998,.95499998,.97799999,.99299997,.99599999,.99900001,1
.046,.064000003,.155,.30000001,.46599999,.66399997,.78500003,.91900003,.96600002,.99299997,.99599999,1,1,1
.048999999,.074000001,.156,.31799999,.523,.68699998,.866,.93300003,.97000003,.99299997,.99800003,1,1,1
.052999999,.059999999,.163,.34200001,.54000002,.72899997,.86500001,.94099998,.98000002,.99199998,.99800003,1,1,1
.057999998,.078000002,.155,.373,.57599998,.73000002,.88,.94300002,.98199999,.99699998,1,1,1,1
.056000002,.085000001,.189,.352,.60100001,.77499998,.90200001,.95599997,.991,.99699998,.99900001,1,1,1
