.048999999,.052999999,.075999998,.104,.163,.21699999,.28,.35299999,.461,.57999998,.66000003,.73900002,.79000002,.86400002
.048999999,.048999999,.088,.142,.184,.278,.359,.48100001,.55000001,.67199999,.74400002,.83600003,.87699997,.92699999
.044,.061999999,.088,.139,.242,.29899999,.41100001,.52499998,.65399998,.72899997,.815,.88499999,.93699998,.958
.050000001,.063000001,.097999997,.16500001,.23899999,.34200001,.45699999,.60900003,.70300001,.81199998,.87599999,.92299998,.95899999,.98000002
.068999998,.059999999,.107,.183,.27200001,.398,.51300001,.65499997,.77100003,.85299999,.91100001,.95700002,.98500001,.99400002
.050999999,.061999999,.122,.186,.33700001,.42699999,.54900002,.68900001,.82200003,.88499999,.93300003,.97399998,.99599999,.99800003
.056000002,.061000001,.105,.20999999,.32499999,.47400001,.61199999,.74299997,.83999997,.93400002,.97000003,.97799999,.99900001,.99699998
.057,.077,.13699999,.212,.36199999,.493,.65600002,.79299998,.89499998,.92500001,.97799999,.98900002,.99599999,.99699998
.046,.068000004,.12800001,.226,.39500001,.54500002,.704,.80400002,.91299999,.94300002,.98299998,.99199998,.99599999,.99800003
.063000001,.078000002,.141,.228,.41,.583,.73799998,.83899999,.92900002,.972,.98900002,.99900001,1,1
.046,.079000004,.149,.26699999,.42199999,.59399998,.74599999,.88499999,.93800002,.98000002,.99299997,.99699998,.99900001,1
.048,.089000002,.152,.292,.45199999,.61900002,.79299998,.90799999,.94499999,.98199999,.99400002,.99900001,.99900001,1
.044,.093999997,.145,.28600001,.46900001,.67799997,.792,.90100002,.96399999,.98900002,1,.99800003,1,1
.054000001,.07,.171,.29100001,.49700001,.69,.84399998,.92799997,.977,.991,.99900001,1,1,1
.050000001,.077,.17399999,.34599999,.53299999,.69599998,.87,.94499999,.98299998,.995,.99900001,1,1,1
.061000001,.083999999,.176,.31799999,.58700001,.72399998,.88800001,.95499998,.98000002,.99599999,.99900001,1,1,1
.052999999,.072999999,.17399999,.36700001,.56900001,.75700003,.89499998,.95999998,.991,.99699998,1,1,1,1
