.115,.139,.15700001,.227,.257,.28600001,.352,.41499999,.498,.542,.59600002,.64999998,.73000002,.77399999,.85100001
.126,.156,.21799999,.26100001,.29800001,.375,.42699999,.479,.59500003,.64600003,.71700001,.76499999,.829,.87,.898
.118,.197,.219,.294,.32499999,.419,.51499999,.597,.66100001,.72100002,.78399998,.83399999,.88800001,.926,.96499997
.164,.20900001,.25999999,.33700001,.39300001,.491,.56900001,.62599999,.71499997,.787,.84399998,.89999998,.94599998,.96499997,.977
.16599999,.21600001,.28099999,.34299999,.477,.542,.61699998,.69400001,.79299998,.83899999,.92000002,.93099999,.954,.97500002,.99199998
.198,.23,.30399999,.41800001,.47999999,.59799999,.69300002,.74000001,.81999999,.87800002,.92199999,.963,.98500001,.99199998,.995
.18799999,.26499999,.34200001,.44100001,.50400001,.61699998,.727,.78799999,.87,.90600002,.94800001,.97299999,.98500001,.99699998,.99800003
.23100001,.30700001,.373,.45500001,.57099998,.69199997,.759,.838,.889,.93199998,.96899998,.97399998,.991,.995,.99900001
.236,.308,.405,.505,.61699998,.73299998,.796,.84899998,.91299999,.963,.977,.98299998,.99400002,.99900001,1
.228,.32699999,.43900001,.53200001,.63099998,.73199999,.84500003,.884,.93699998,.96700001,.98199999,.99900001,.99900001,1,1
.26699999,.34299999,.45899999,.56999999,.68800002,.77399999,.866,.91299999,.94199997,.98000002,.99199998,.99800003,.99800003,1,1
.25299999,.352,.472,.597,.70599997,.81599998,.89700001,.93000001,.97100002,.97799999,.995,.99900001,.99900001,1,1
.31,.382,.51300001,.62199998,.75099999,.84299999,.91399997,.93300003,.97299999,.99000001,.99299997,.99900001,1,1,.99900001
.28999999,.428,.54799998,.62900001,.76899999,.86500001,.91500002,.95700002,.98100001,.99199998,1,.99900001,1,1,1
.32699999,.43000001,.56199998,.65799999,.76899999,.87199998,.92500001,.96499997,.99000001,.995,.99699998,1,1,1,1
.329,.45300001,.59600002,.69499999,.82499999,.90200001,.94400001,.97299999,.98900002,.99800003,.99900001,.99900001,1,1,1
.34099999,.49200001,.62,.71499997,.82499999,.90799999,.93900001,.977,.99299997,.995,.99900001,1,1,1,1
