.003,.0040000002,.0049999999,.0040000002,.003,.0060000001,.0049999999,.001,.0080000004,.003,.003,.0040000002,.0060000001,.0089999996,.0080000004,.0080000004,.0049999999,.017000001,.014,.0070000002,.0099999998,.0089999996,.026000001,.016000001,.021,.017000001,.017999999,.026000001,.030999999,.027000001
.003,.0020000001,.0049999999,.0040000002,.0060000001,.0060000001,.0049999999,.0020000001,.0040000002,.0070000002,.0040000002,.013,.0080000004,.0060000001,.012,.0049999999,.016000001,.018999999,.0049999999,.014,.0099999998,.017999999,.014,.022,.02,.033,.024,.033,.028000001,.028999999
.0049999999,.0040000002,.003,.0070000002,.0040000002,.003,.003,.0060000001,.0060000001,.0020000001,.0080000004,.0080000004,.0049999999,.0089999996,.0080000004,.0060000001,.0089999996,.0099999998,.017000001,.015,.025,.017000001,.013,.013,.015,.035,.022,.022,.035999998,.034000002
.003,.001,.003,.001,.0020000001,.0049999999,.0080000004,.0070000002,.0080000004,.0040000002,.0040000002,.0080000004,.0060000001,.0099999998,.0080000004,.011,.012,.0080000004,.0099999998,.014,.0099999998,.024,.027000001,.025,.034000002,.014,.026000001,.028000001,.035999998,.034000002
.0020000001,.0060000001,.0040000002,.0020000001,.003,.0070000002,.0089999996,.0020000001,.0060000001,.0049999999,.0060000001,.011,.013,.0070000002,.012,.0080000004,.0070000002,.013,.018999999,.017000001,.013,.022,.026000001,.033,.029999999,.029999999,.028999999,.032000002,.041999999,.039999999
.003,.0049999999,.0060000001,.0080000004,.0060000001,.0080000004,.0040000002,.0049999999,.0060000001,.0040000002,.0080000004,.0099999998,.003,.0080000004,.012,.015,.017000001,.017000001,.016000001,.015,.023,.011,.022,.026000001,.026000001,.037999999,.033,.033,.043000001,.030999999
.0049999999,.003,.0080000004,.0089999996,.0049999999,.0060000001,.0089999996,.0040000002,.0049999999,.003,.012,.0080000004,.0060000001,.014,.011,.011,.016000001,.0099999998,.02,.016000001,.014,.022,.029999999,.02,.021,.018999999,.035999998,.027000001,.027000001,.048999999
.0060000001,.003,.0089999996,.0070000002,.0040000002,.0070000002,.013,.0060000001,.0070000002,.0099999998,.013,.0060000001,.0099999998,.011,.012,.0099999998,.015,.022,.015,.021,.021,.02,.032000002,.028999999,.028000001,.025,.041000001,.044,.048,.043000001
.0060000001,.0060000001,.0020000001,.003,.0040000002,.0040000002,.0049999999,.0089999996,.0020000001,.0060000001,.011,.011,.013,.0089999996,.02,.014,.015,.026000001,.018999999,.013,.029999999,.025,.030999999,.032000002,.044,.027000001,.028000001,.048,.037,.043000001
.003,.0070000002,.0049999999,.0049999999,.0040000002,.0070000002,.012,.0049999999,.0070000002,.012,.015,.0070000002,.0089999996,.015,.011,.011,.023,.016000001,.017999999,.024,.024,.024,.030999999,.033,.041000001,.023,.029999999,.039000001,.057,.052999999
.0060000001,.0060000001,.0049999999,.0070000002,.0049999999,.0060000001,.0089999996,.0040000002,.0049999999,.0099999998,.014,.0089999996,.017000001,.015,.012,.012,.014,.022,.023,.02,.032000002,.017999999,.029999999,.028000001,.043000001,.028000001,.044,.039999999,.044,.046999998
.003,.0040000002,.0070000002,.0060000001,.0099999998,.0070000002,.0040000002,.014,.013,.0099999998,.013,.0099999998,.016000001,.015,.014,.013,.024,.017999999,.023,.028000001,.022,.025,.033,.039000001,.035999998,.033,.039000001,.041000001,.050999999,.057999998
.0070000002,.0070000002,.012,.0060000001,.0080000004,.0089999996,.0089999996,.0060000001,.012,.0089999996,.02,.0070000002,.018999999,.017999999,.0089999996,.018999999,.018999999,.027000001,.028999999,.023,.028000001,.025,.041000001,.039000001,.035999998,.041999999,.050000001,.054000001,.057999998,.052000001
.0049999999,.0049999999,.0040000002,.0089999996,.014,.0040000002,.0049999999,.0060000001,.016000001,.0080000004,.012,.018999999,.017999999,.017999999,.016000001,.018999999,.023,.029999999,.026000001,.021,.039000001,.028000001,.039999999,.037999999,.034000002,.045000002,.050999999,.050000001,.056000002,.061999999
.0070000002,.0070000002,.0040000002,.0080000004,.0070000002,.011,.011,.0099999998,.0060000001,.012,.014,.02,.0080000004,.018999999,.014,.02,.029999999,.024,.025,.037,.035,.045000002,.045000002,.045000002,.057,.039999999,.046,.061999999,.050000001,.054000001
.0040000002,.0089999996,.0049999999,.0070000002,.0080000004,.015,.0070000002,.0070000002,.017000001,.0089999996,.0089999996,.012,.013,.013,.023,.022,.022,.023,.026000001,.032000002,.028999999,.028000001,.052000001,.050999999,.048,.044,.050000001,.057,.056000002,.063000001
.0070000002,.0099999998,.0089999996,.0070000002,.0060000001,.0099999998,.0080000004,.0099999998,.0089999996,.011,.016000001,.013,.017000001,.018999999,.014,.022,.026000001,.022,.026000001,.028000001,.045000002,.027000001,.050999999,.048999999,.037,.068000004,.046,.057,.061000001,.063000001
.0070000002,.0060000001,.013,.0089999996,.0089999996,.0070000002,.011,.016000001,.013,.017999999,.015,.016000001,.017999999,.022,.021,.018999999,.024,.02,.037,.023,.032000002,.041999999,.037999999,.046,.066,.054000001,.059999999,.059,.07,.057
.0089999996,.0040000002,.0099999998,.0040000002,.011,.0089999996,.0089999996,.017000001,.011,.011,.02,.014,.011,.023,.023,.026000001,.030999999,.028999999,.030999999,.029999999,.035,.035,.037999999,.054000001,.050999999,.048999999,.055,.050999999,.067000002,.071000002
.0080000004,.011,.0060000001,.0049999999,.013,.0070000002,.0080000004,.016000001,.012,.0070000002,.015,.02,.021,.018999999,.02,.025,.028000001,.025,.029999999,.025,.037,.044,.037,.048999999,.046999998,.064999998,.059,.066,.077,.078000002
