0,.001,.0049999999,.001,.003,.0070000002,.015,.022,.015,.029999999,.039000001,.039000001,.063000001,.079999998
.003,.0020000001,.003,.0049999999,.0080000004,.018999999,.0099999998,.017999999,.024,.032000002,.037999999,.052000001,.061000001,.096000001
.0070000002,0,.0060000001,.0099999998,.012,.0099999998,.012,.018999999,.022,.035,.054000001,.052999999,.064999998,.1
.0040000002,.003,.0060000001,.0020000001,.013,.011,.011,.017000001,.039000001,.039999999,.067000002,.074000001,.096000001,.117
.0080000004,.0020000001,.0060000001,.0060000001,.0099999998,.02,.022,.023,.034000002,.048,.066,.057,.109,.127
.003,.0060000001,.0089999996,.0080000004,.014,.013,.028000001,.028000001,.043000001,.057999998,.068000004,.104,.107,.131
.003,.001,.0060000001,.014,.016000001,.018999999,.028999999,.034000002,.059,.063000001,.079000004,.104,.111,.153
.0020000001,.0070000002,.0049999999,.0080000004,.021,.022,.027000001,.030999999,.044,.074000001,.090000004,.117,.126,.167
.0040000002,.0099999998,.0080000004,.017000001,.014,.022,.030999999,.043000001,.061000001,.067000002,.107,.12899999,.126,.20100001
.0049999999,.0080000004,.012,.0099999998,.02,.037,.041999999,.041999999,.057,.079000004,.111,.134,.15000001,.20299999
.0049999999,.0060000001,.014,.017000001,.02,.032000002,.044,.041999999,.059999999,.077,.119,.141,.171,.19499999
.0070000002,.0089999996,.011,.012,.024,.029999999,.046999998,.059,.072999999,.11,.112,.132,.16500001,.223
.0060000001,.011,.017999999,.015,.024,.043000001,.052000001,.059,.089000002,.101,.13500001,.155,.186,.241
.0089999996,.0089999996,.016000001,.017999999,.034000002,.048999999,.048,.054000001,.090999998,.111,.13699999,.178,.20200001,.242
.011,.013,.015,.015,.035,.037,.061000001,.077,.081,.126,.155,.177,.213,.271
.013,.017999999,.011,.021,.035999998,.046999998,.063000001,.074000001,.101,.108,.15700001,.18700001,.233,.257
.014,.016000001,.021,.028999999,.037,.064000003,.055,.089000002,.093999997,.127,.14300001,.22,.23,.31900001
