0,.0020000001,.0080000004,.003,.0040000002,.0049999999,.0089999996,.018999999,.026000001,.032000002,.037999999,.043000001,.064000003,.079000004
.0020000001,.001,.0040000002,.0049999999,.013,.011,.013,.023,.015,.029999999,.044,.057999998,.075000003,.093999997
.001,.0020000001,.003,.0060000001,.0080000004,.017000001,.016000001,.018999999,.028999999,.032000002,.050999999,.075999998,.093999997,.114
.003,.003,.0049999999,.0089999996,.0070000002,.015,.024,.024,.034000002,.057999998,.063000001,.079999998,.108,.123
.0070000002,.0049999999,.0049999999,.0070000002,.0089999996,.016000001,.032000002,.027000001,.048,.052999999,.071999997,.083999999,.098999999,.111
.0060000001,.0049999999,.011,.0060000001,.017000001,.017999999,.025,.037,.035999998,.055,.067000002,.123,.106,.14399999
.0040000002,.0089999996,.0089999996,.012,.021,.026000001,.027000001,.039999999,.056000002,.068999998,.079999998,.106,.139,.18799999
.0099999998,.0099999998,.012,.017000001,.023,.034000002,.054000001,.032000002,.064000003,.075999998,.103,.119,.156,.19499999
.003,.0089999996,.0070000002,.0099999998,.022,.028000001,.025,.054000001,.061999999,.086000003,.098999999,.131,.15800001,.213
.0080000004,.0089999996,.011,.016000001,.022,.023,.037,.048,.079999998,.093000002,.124,.148,.18799999,.20100001
.011,.0049999999,.011,.017999999,.032000002,.033,.050000001,.052999999,.083999999,.114,.12,.15700001,.199,.264
.0089999996,.015,.021,.025,.025,.035,.050999999,.059999999,.075000003,.112,.116,.168,.215,.28200001
.0060000001,.0040000002,.017000001,.027000001,.023,.041000001,.059999999,.064000003,.107,.119,.153,.182,.215,.29100001
.0080000004,.016000001,.017999999,.027000001,.029999999,.035999998,.057999998,.061999999,.093999997,.123,.16599999,.197,.228,.27399999
.017999999,.013,.026000001,.035999998,.043000001,.054000001,.071999997,.071000002,.102,.145,.18099999,.22499999,.23100001,.31099999
.011,.016000001,.018999999,.017000001,.037999999,.052999999,.07,.093000002,.102,.139,.175,.22499999,.301,.296
.0070000002,.013,.017000001,.029999999,.044,.068000004,.082000002,.072999999,.138,.149,.176,.23800001,.27599999,.301
