.435,.50400001,.55299997,.59899998,.648,.704,.74699998,.79799998,.85799998,.88599998,.92799997,.93000001,.954,.97899997,.97799999
.51999998,.57499999,.625,.68699998,.745,.80000001,.85399997,.875,.92199999,.94099998,.97000003,.97000003,.98500001,.991,.99800003
.60000002,.653,.71200001,.76999998,.81,.86799997,.89099997,.921,.95499998,.97500002,.98400003,.99299997,.99800003,.99599999,.99900001
.70499998,.69999999,.76800001,.824,.87099999,.90200001,.94800001,.958,.977,.98500001,.99199998,.99800003,.99800003,.99800003,1
.73799998,.77100003,.838,.87900001,.90899998,.958,.97100002,.97500002,.99000001,.99000001,.99900001,.99900001,1,1,1
.79799998,.81099999,.88200003,.91900003,.95099998,.97600001,.98299998,.99199998,.995,.99900001,.99900001,1,1,1,1
.81199998,.84399998,.91900003,.94400001,.96399999,.98100001,.991,.99900001,.99699998,1,1,.99900001,1,1,1
.85000002,.89300001,.93099999,.95700002,.97100002,.99000001,.98900002,.99900001,.99800003,.99900001,1,1,1,1,1
.884,.92900002,.95700002,.96799999,.98799998,.99400002,.99400002,.99800003,1,1,1,1,1,1,1
.90499997,.93099999,.95599997,.98799998,.99299997,.99199998,.99800003,1,1,1,1,1,1,1,1
.91100001,.954,.98000002,.98500001,.99299997,.99699998,.99900001,1,1,1,1,1,1,1,1
.94099998,.95599997,.986,.98900002,.99400002,.99699998,1,1,1,1,1,1,1,1,1
.95499998,.97399998,.98100001,.99699998,.99800003,.99800003,.99900001,1,1,1,1,1,1,1,1
.97000003,.98699999,.98799998,.995,.99900001,1,1,1,1,1,1,1,1,1,1
.97100002,.98799998,.99599999,.99599999,1,1,.99900001,1,1,1,1,1,1,1,1
.97600001,.991,.99400002,.99800003,1,1,1,1,1,1,1,1,1,1,1
.97600001,.99299997,.99699998,.99900001,1,1,.99900001,1,1,1,1,1,1,1,1
