.011,.0040000002,.0080000004,.0060000001,.011,.0080000004,.003,.0049999999,.0060000001,.0089999996,.0099999998,.012,.011,.0080000004,.016000001,.017000001
.0040000002,.0060000001,.0080000004,.0070000002,.0099999998,.013,.0049999999,.0070000002,.012,.012,.014,.016000001,.016000001,.012,.013,.017999999
.0099999998,.011,.011,.011,.0089999996,.0080000004,.011,.012,.0049999999,.012,.011,.013,.014,.018999999,.012,.025
.0099999998,.011,.0080000004,.015,.014,.0089999996,.015,.016000001,.013,.017000001,.011,.017999999,.02,.023,.022,.024
.012,.017999999,.023,.013,.017999999,.0099999998,.014,.024,.023,.015,.017000001,.017000001,.014,.033,.027000001,.028000001
.016000001,.016000001,.021,.02,.014,.033,.016000001,.021,.014,.017000001,.018999999,.024,.015,.035999998,.029999999,.045000002
.016000001,.021,.024,.021,.0080000004,.017999999,.018999999,.027000001,.02,.027000001,.02,.024,.032000002,.032000002,.028999999,.039999999
.024,.022,.022,.018999999,.016000001,.017000001,.017999999,.013,.014,.017000001,.028000001,.035,.033,.037999999,.044,.045000002
.034000002,.022,.022,.014,.017999999,.033,.025,.028999999,.023,.033,.035,.022,.030999999,.046,.046,.050999999
.021,.028000001,.028000001,.027000001,.028999999,.029999999,.029999999,.024,.027000001,.026000001,.029999999,.037,.037999999,.041999999,.041000001,.050000001
.028000001,.021,.029999999,.027000001,.028999999,.027000001,.027000001,.028999999,.021,.035,.033,.041000001,.043000001,.043000001,.048,.052000001
.025,.030999999,.034000002,.037,.029999999,.028999999,.033,.025,.027000001,.037,.027000001,.046,.044,.057,.054000001,.061999999
.033,.035999998,.026000001,.022,.046,.032000002,.035999998,.029999999,.029999999,.028999999,.041000001,.046999998,.044,.050999999,.066,.054000001
.037999999,.028000001,.028000001,.028999999,.025,.030999999,.034000002,.028999999,.022,.037999999,.037,.044,.041000001,.052000001,.057999998,.066
.037999999,.032000002,.030999999,.032000002,.041000001,.029999999,.046,.037999999,.037,.037,.045000002,.050999999,.050999999,.064999998,.071000002,.071999997
.041000001,.041999999,.027000001,.028000001,.026000001,.034000002,.024,.045000002,.037999999,.045000002,.032000002,.044,.055,.055,.061999999,.067000002
.043000001,.034000002,.035999998,.035,.034000002,.039000001,.037,.033,.039000001,.039999999,.044,.045000002,.048,.066,.054000001,.072999999
