.024,.013,.012,.011,.0099999998,.011,.012,.0089999996,.013,.013,.015,.012,.014,.015,.027000001,.017999999
.0080000004,.013,.017999999,.0070000002,.0080000004,.012,.014,.017000001,.011,.017999999,.017000001,.028000001,.028000001,.025,.025,.039000001
.02,.015,.016000001,.017999999,.012,.012,.011,.016000001,.013,.02,.022,.022,.02,.028999999,.026000001,.033
.015,.021,.02,.016000001,.018999999,.015,.021,.024,.014,.02,.028999999,.025,.021,.030999999,.037999999,.041999999
.030999999,.027000001,.027000001,.023,.021,.014,.02,.011,.034000002,.028000001,.027000001,.027000001,.043000001,.044,.046,.052999999
.035999998,.029999999,.02,.024,.02,.028999999,.027000001,.025,.028000001,.029999999,.037,.041999999,.030999999,.039999999,.044,.041999999
.017999999,.037,.024,.034000002,.027000001,.024,.025,.026000001,.021,.026000001,.039000001,.043000001,.052000001,.037999999,.035999998,.059999999
.032000002,.028999999,.027000001,.027000001,.026000001,.035999998,.030999999,.024,.035,.037999999,.039000001,.035,.050000001,.054000001,.052999999,.066
.027000001,.033,.035999998,.024,.034000002,.035,.034000002,.028999999,.034000002,.035999998,.041000001,.044,.050000001,.045000002,.059999999,.07
.035,.035,.030999999,.041999999,.034000002,.035,.034000002,.044,.043000001,.039999999,.057,.050000001,.056000002,.059999999,.064000003,.066
.039999999,.037,.037,.041000001,.033,.034000002,.041000001,.032000002,.037999999,.043000001,.057,.041999999,.050999999,.057999998,.075999998,.07
.045000002,.033,.037999999,.028999999,.052999999,.030999999,.034000002,.043000001,.037999999,.052000001,.048,.064999998,.07,.064000003,.079999998,.097999997
.039999999,.046999998,.035999998,.041999999,.028999999,.050000001,.046,.046,.037,.045000002,.052999999,.061999999,.066,.059,.078000002,.075000003
.037,.043000001,.028000001,.039999999,.027000001,.044,.033,.034000002,.048,.039999999,.046,.063000001,.052000001,.064999998,.090999998,.086999997
.052000001,.041999999,.041999999,.050999999,.041999999,.039999999,.032000002,.032000002,.037,.056000002,.039000001,.059,.067000002,.077,.072999999,.089000002
.046,.043000001,.045000002,.057,.041000001,.037,.037999999,.044,.055,.059999999,.054000001,.057,.059,.067000002,.072999999,.083999999
.048,.048,.037,.050999999,.041999999,.041000001,.034000002,.045000002,.052999999,.048,.061999999,.07,.068000004,.077,.090999998,.090000004
