.0040000002,.0049999999,.0040000002,.0060000001,.0049999999,.0089999996,.013,.021,.025,.037999999,.046,.064999998,.094999999,.118
.003,.003,.0020000001,.0060000001,.0060000001,.021,.017000001,.030999999,.030999999,.041999999,.057,.063000001,.086999997,.119
.0060000001,.0060000001,.0060000001,.0070000002,.013,.017999999,.024,.024,.048999999,.044,.057,.074000001,.090000004,.13
.0089999996,.0049999999,.0070000002,.015,.012,.022,.026000001,.041000001,.043000001,.066,.078000002,.086999997,.132,.14399999
.003,.0060000001,.0099999998,.017999999,.018999999,.026000001,.037999999,.063000001,.048,.07,.079000004,.112,.13600001,.17900001
.0040000002,.0089999996,.011,.017000001,.017999999,.024,.041000001,.046,.059999999,.068999998,.106,.126,.15899999,.20200001
.0049999999,.0080000004,.014,.0099999998,.015,.028000001,.027000001,.050999999,.063000001,.090000004,.113,.156,.18099999,.22
.0040000002,.011,.014,.015,.026000001,.032000002,.037,.052000001,.090999998,.090999998,.117,.13600001,.185,.223
.012,.013,.017000001,.024,.023,.037999999,.052999999,.068999998,.094999999,.116,.131,.169,.21699999,.226
.0070000002,.0060000001,.017000001,.028000001,.033,.037999999,.059999999,.067000002,.094999999,.104,.153,.185,.233,.24600001
.011,.015,.016000001,.021,.037999999,.054000001,.064999998,.075000003,.106,.117,.146,.182,.245,.31400001
.0060000001,.0089999996,.02,.024,.043000001,.048999999,.079000004,.082000002,.111,.131,.18700001,.20999999,.271,.31400001
.011,.016000001,.02,.030999999,.035999998,.068000004,.081,.090000004,.123,.15899999,.20299999,.213,.29800001,.31400001
.0099999998,.016000001,.026000001,.030999999,.045000002,.048,.085000001,.086000003,.12800001,.15700001,.199,.23800001,.273,.38999999
.012,.017999999,.025,.035999998,.041999999,.079000004,.093999997,.086000003,.123,.16500001,.22499999,.271,.34200001,.40200001
.022,.015,.033,.046,.059,.075999998,.094999999,.124,.154,.184,.21799999,.26300001,.329,.38100001
.02,.022,.030999999,.052999999,.061999999,.068999998,.096000001,.121,.126,.19499999,.26100001,.29499999,.366,.42199999
